Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales Price,Quantity,Discount,Profit,Order Date Year,Days to Ship,Customer Name Masked,Original Price,Total Sales,Total Profit,Discount Price,Total Discount,Shipping Urgency,Sales Quintile,Profit Quintile
2061,CA-2014-106439,2014-10-31,2014-11-04,Standard Class,GG-14650,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10003996,Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",80.3,5,0.0,20.878,2014,4,G.G.,80.3,401.5,104.39,0.0,0.0,Standard,5,4
2062,CA-2014-106439,2014-10-31,2014-11-04,Standard Class,GG-14650,Corporate,United States,Los Angeles,California,90049,West,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",15.968,2,0.2,5.3892,2014,4,G.G.,19.959999999999997,31.936,10.7784,3.9919999999999973,7.983999999999995,Standard,5,4
2063,CA-2014-106439,2014-10-31,2014-11-04,Standard Class,GG-14650,Corporate,United States,Los Angeles,California,90049,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 1952,64.74,13,0.0,30.4278,2014,4,G.G.,64.74,841.6199999999999,395.5614,0.0,0.0,Standard,5,4
2064,CA-2014-106439,2014-10-31,2014-11-04,Standard Class,GG-14650,Corporate,United States,Los Angeles,California,90049,West,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19.296,3,0.2,6.03,2014,4,G.G.,24.119999999999997,57.888,18.09,4.823999999999998,14.471999999999994,Standard,5,4
2065,CA-2014-106439,2014-10-31,2014-11-04,Standard Class,GG-14650,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,405.64,4,0.0,12.1692,2014,4,G.G.,405.64,1622.56,48.6768,0.0,0.0,Standard,5,4
2066,CA-2014-106439,2014-10-31,2014-11-04,Standard Class,GG-14650,Corporate,United States,Los Angeles,California,90049,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,146.352,3,0.2,-9.147,2014,4,G.G.,182.94,439.05600000000004,-27.441000000000003,36.587999999999994,109.76399999999998,Standard,5,4
2067,CA-2014-106439,2014-10-31,2014-11-04,Standard Class,GG-14650,Corporate,United States,Los Angeles,California,90049,West,TEC-AC-10004568,Technology,Accessories,Maxell�LTO Ultrium - 800 GB,251.91,9,0.0,47.8629,2014,4,G.G.,251.91,2267.19,430.76610000000005,0.0,0.0,Standard,5,4
2068,CA-2014-106439,2014-10-31,2014-11-04,Standard Class,GG-14650,Corporate,United States,Los Angeles,California,90049,West,OFF-AR-10001419,Office Supplies,Art,Newell 325,12.39,3,0.0,3.717,2014,4,G.G.,12.39,37.17,11.151,0.0,0.0,Standard,5,4
2069,CA-2015-133452,2015-04-13,2015-04-19,Standard Class,ZC-21910,Consumer,United States,Pomona,California,91767,West,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,199.96,4,0.0,69.986,2015,6,Z.C.,199.96,799.84,279.944,0.0,0.0,Standard,5,5
2071,CA-2016-146521,2016-07-21,2016-07-23,Second Class,CC-12610,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,1.941,1,0.7,-1.294,2016,2,C.C.,6.469999999999999,1.941,-1.294,4.528999999999999,4.528999999999999,Urgent,2,2
2072,US-2017-110996,2017-11-20,2017-11-25,Standard Class,KA-16525,Consumer,United States,Ontario,California,91761,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,283.92,5,0.2,-46.137,2017,5,K.A.,354.9,1419.6000000000001,-230.685,70.97999999999996,354.8999999999998,Standard,4,5
2073,CA-2016-129693,2016-11-26,2016-12-02,Standard Class,TC-20980,Corporate,United States,Seattle,WA\,98105,West,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,7.312,2,0.2,2.5592,2016,6,T.C.,9.14,14.624,5.1184,1.8280000000000003,3.6560000000000006,Standard,1,2
2074,CA-2017-122504,2017-11-07,2017-11-12,Second Class,DB-13270,Home Office,United States,Brentwood,California,94513,West,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,59.97,3,0.0,13.7931,2017,5,D.B.,59.97,179.91,41.3793,0.0,0.0,Standard,5,4
2075,CA-2017-122504,2017-11-07,2017-11-12,Second Class,DB-13270,Home Office,United States,Brentwood,California,94513,West,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB -�headset�- Convertible, Monaural",761.544,7,0.2,66.6351,2017,5,D.B.,951.93,5330.808,466.4457,190.38599999999997,1332.7019999999998,Standard,5,4
2076,CA-2014-131051,2014-12-01,2014-12-05,Standard Class,TR-21325,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",58.2,3,0.0,28.518,2014,4,T.R.,58.2,174.60000000000002,85.554,0.0,0.0,Standard,2,3
2077,CA-2017-140676,2017-09-12,2017-09-15,First Class,BF-11080,Consumer,United States,Baltimore,Maryland,21215,East,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",39.9,5,0.0,19.95,2017,3,B.F.,39.9,199.5,99.75,0.0,0.0,Urgent,1,3
2078,CA-2017-140676,2017-09-12,2017-09-15,First Class,BF-11080,Consumer,United States,Baltimore,Maryland,21215,East,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,90.86,7,0.0,26.3494,2017,3,B.F.,90.86,636.02,184.4458,0.0,0.0,Urgent,1,3
2079,CA-2017-140676,2017-09-12,2017-09-15,First Class,BF-11080,Consumer,United States,Baltimore,Maryland,21215,East,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,94.85,5,0.0,45.528,2017,3,B.F.,94.85,474.25,227.64,0.0,0.0,Urgent,1,3
2080,CA-2015-120103,2015-12-24,2015-12-29,Standard Class,MS-17365,Consumer,United States,Phoenix,Arizona,85023,West,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,106.232,7,0.2,37.1812,2015,5,M.S.,132.79,743.624,260.2684,26.557999999999993,185.90599999999995,Standard,5,5
2081,CA-2015-120103,2015-12-24,2015-12-29,Standard Class,MS-17365,Consumer,United States,Phoenix,Arizona,85023,West,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,111.984,2,0.2,11.1984,2015,5,M.S.,139.98,223.968,22.3968,27.995999999999995,55.99199999999999,Standard,5,5
2082,CA-2015-120103,2015-12-24,2015-12-29,Standard Class,MS-17365,Consumer,United States,Phoenix,Arizona,85023,West,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,7.712,2,0.2,1.7352,2015,5,M.S.,9.639999999999999,15.424,3.4704,1.927999999999999,3.855999999999998,Standard,5,5
2083,CA-2017-104647,2017-02-23,2017-03-01,Standard Class,CK-12595,Consumer,United States,Los Angeles,California,90008,West,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 �� x 11�",37.44,6,0.0,16.848,2017,6,C.K.,37.44,224.64,101.088,0.0,0.0,Standard,5,5
2084,CA-2014-110352,2014-11-23,2014-11-29,Standard Class,ED-13885,Home Office,United States,Houston,Texas,77036,Central,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,23.68,2,0.2,8.88,2014,6,E.D.,29.599999999999998,47.36,17.76,5.919999999999998,11.839999999999996,Standard,1,2
2085,CA-2016-140501,2016-06-23,2016-06-28,Standard Class,IM-15070,Consumer,United States,New York City,New York,10009,East,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",122.12,4,0.0,56.1752,2016,5,I.M.,122.12,488.48,224.7008,0.0,0.0,Standard,4,5
2086,CA-2016-140501,2016-06-23,2016-06-28,Standard Class,IM-15070,Consumer,United States,New York City,New York,10009,East,OFF-LA-10000248,Office Supplies,Labels,Avery 52,18.45,5,0.0,8.6715,2016,5,I.M.,18.45,92.25,43.3575,0.0,0.0,Standard,4,5
2087,CA-2016-140501,2016-06-23,2016-06-28,Standard Class,IM-15070,Consumer,United States,New York City,New York,10009,East,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,324.9,5,0.0,38.988,2016,5,I.M.,324.9,1624.5,194.94,0.0,0.0,Standard,4,5
2088,CA-2016-140501,2016-06-23,2016-06-28,Standard Class,IM-15070,Consumer,United States,New York City,New York,10009,East,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,146.73,3,0.0,68.9631,2016,5,I.M.,146.73,440.18999999999994,206.8893,0.0,0.0,Standard,4,5
2089,CA-2016-140501,2016-06-23,2016-06-28,Standard Class,IM-15070,Consumer,United States,New York City,New York,10009,East,OFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins by OIC,3.96,2,0.0,1.4652,2016,5,I.M.,3.96,7.92,2.9304,0.0,0.0,Standard,4,5
2090,CA-2015-139290,2015-10-26,2015-10-30,Standard Class,MY-17380,Corporate,United States,Rancho Cucamonga,California,91730,West,OFF-LA-10004008,Office Supplies,Labels,Avery 507,5.76,2,0.0,2.6496,2015,4,M.Y.,5.76,11.52,5.2992,0.0,0.0,Standard,4,3
2091,CA-2017-166142,2017-07-15,2017-07-19,Standard Class,MM-17260,Consumer,United States,Wilmington,Delaware,19805,East,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,26.55,3,0.0,13.0095,2017,4,M.M.,26.55,79.65,39.028499999999994,0.0,0.0,Standard,2,1
2092,CA-2017-166142,2017-07-15,2017-07-19,Standard Class,MM-17260,Consumer,United States,Wilmington,Delaware,19805,East,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,310.443,3,0.3,-48.7839,2017,4,M.M.,443.49,931.329,-146.3517,133.04700000000003,399.1410000000001,Standard,2,1
2093,CA-2014-145926,2014-11-17,2014-11-21,Standard Class,MP-17470,Home Office,United States,Moorhead,Minnesota,56560,Central,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,479.9,5,0.0,81.583,2014,4,M.P.,479.9,2399.5,407.91499999999996,0.0,0.0,Standard,5,5
2094,CA-2015-149678,2015-04-13,2015-04-15,Second Class,AW-10840,Consumer,United States,Farmington,New Mexico,87401,West,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,12.88,1,0.0,0.3864,2015,2,A.W.,12.88,12.88,0.3864,0.0,0.0,Urgent,1,2
2095,US-2015-164357,2015-11-25,2015-11-29,Standard Class,SF-20065,Consumer,United States,Wilmington,North Carolina,28403,South,OFF-AR-10001177,Office Supplies,Art,Newell 349,13.12,5,0.2,1.476,2015,4,S.F.,16.4,65.6,7.38,3.2799999999999994,16.4,Standard,3,5
2097,US-2016-146570,2016-05-15,2016-05-20,Standard Class,SN-20710,Home Office,United States,Jackson,Mississippi,39212,South,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,91.96,4,0.0,25.7488,2016,5,S.N.,91.96,367.84,102.9952,0.0,0.0,Standard,5,4
2098,US-2016-146570,2016-05-15,2016-05-20,Standard Class,SN-20710,Home Office,United States,Jackson,Mississippi,39212,South,OFF-AR-10003856,Office Supplies,Art,Newell 344,8.34,3,0.0,2.1684,2016,5,S.N.,8.34,25.02,6.5052,0.0,0.0,Standard,5,4
2099,CA-2017-124401,2017-09-07,2017-09-12,Standard Class,RD-19900,Consumer,United States,Portland,Oregon,97206,West,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,37.68,3,0.2,2.355,2017,5,R.D.,47.099999999999994,113.03999999999999,7.0649999999999995,9.419999999999995,28.259999999999984,Standard,5,5
2100,CA-2017-124401,2017-09-07,2017-09-12,Standard Class,RD-19900,Consumer,United States,Portland,Oregon,97206,West,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,279.944,7,0.2,80.4839,2017,5,R.D.,349.93,1959.6080000000002,563.3873000000001,69.98599999999999,489.90199999999993,Standard,5,5
2101,US-2014-140116,2014-03-10,2014-03-17,Standard Class,KT-16480,Consumer,United States,Denver,Colorado,80219,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,636.408,3,0.2,-15.9102,2014,7,K.T.,795.51,1909.2240000000002,-47.730599999999995,159.10199999999998,477.3059999999999,Standard,4,2
2102,US-2014-140116,2014-03-10,2014-03-17,Standard Class,KT-16480,Consumer,United States,Denver,Colorado,80219,West,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",83.168,4,0.2,9.3564,2014,7,K.T.,103.96000000000001,332.672,37.4256,20.792,83.168,Standard,4,2
2103,CA-2014-123295,2014-07-18,2014-07-18,Same Day,AH-10120,Home Office,United States,Tucson,Arizona,85705,West,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,259.136,4,0.2,-25.9136,2014,0,A.H.,323.92,1036.544,-103.6544,64.78399999999999,259.13599999999997,Immediate,3,3
2104,CA-2017-167101,2017-03-24,2017-03-28,Second Class,BM-11650,Corporate,United States,New York City,New York,10009,East,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,221.92,4,0.0,106.5216,2017,4,B.M.,221.92,887.68,426.0864,0.0,0.0,Standard,5,5
2105,CA-2017-167101,2017-03-24,2017-03-28,Second Class,BM-11650,Corporate,United States,New York City,New York,10009,East,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,26.0,2,0.0,11.7,2017,4,B.M.,26.0,52.0,23.4,0.0,0.0,Standard,5,5
2106,US-2014-167633,2014-09-30,2014-10-05,Standard Class,BW-11200,Consumer,United States,Boynton Beach,Florida,33437,South,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,15.552,3,0.2,5.4432,2014,5,B.W.,19.439999999999998,46.656,16.3296,3.887999999999998,11.663999999999994,Standard,5,5
2107,US-2014-152723,2014-09-26,2014-09-26,Same Day,HG-14965,Corporate,United States,Mesquite,Texas,75150,Central,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,0.876,1,0.8,-1.4016,2014,0,H.G.,4.380000000000001,0.876,-1.4016,3.504000000000001,3.504000000000001,Immediate,4,4
2108,CA-2015-164882,2015-10-31,2015-10-31,Same Day,SG-20080,Consumer,United States,Redlands,California,92374,West,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,19.98,1,0.0,9.3906,2015,0,S.G.,19.98,19.98,9.3906,0.0,0.0,Immediate,2,2
2110,CA-2015-164882,2015-10-31,2015-10-31,Same Day,SG-20080,Consumer,United States,Redlands,California,92374,West,OFF-AR-10004272,Office Supplies,Art,Newell 308,5.04,3,0.0,1.26,2015,0,S.G.,5.04,15.120000000000001,3.7800000000000002,0.0,0.0,Immediate,2,2
2111,CA-2015-164882,2015-10-31,2015-10-31,Same Day,SG-20080,Consumer,United States,Redlands,California,92374,West,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,17.45,5,0.0,8.027,2015,0,S.G.,17.45,87.25,40.135,0.0,0.0,Immediate,2,2
2112,CA-2015-164882,2015-10-31,2015-10-31,Same Day,SG-20080,Consumer,United States,Redlands,California,92374,West,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",323.136,4,0.2,20.196,2015,0,S.G.,403.92,1292.544,80.784,80.78399999999999,323.13599999999997,Immediate,2,2
2113,CA-2015-164882,2015-10-31,2015-10-31,Same Day,SG-20080,Consumer,United States,Redlands,California,92374,West,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,29.7,3,0.0,8.019,2015,0,S.G.,29.7,89.1,24.057000000000002,0.0,0.0,Immediate,2,2
2115,CA-2015-164882,2015-10-31,2015-10-31,Same Day,SG-20080,Consumer,United States,Redlands,California,92374,West,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,46.84,2,0.0,12.6468,2015,0,S.G.,46.84,93.68,25.2936,0.0,0.0,Immediate,2,2
2116,CA-2015-164882,2015-10-31,2015-10-31,Same Day,SG-20080,Consumer,United States,Redlands,California,92374,West,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,425.833,1,0.15,20.0392,2015,0,S.G.,500.98,425.833,20.0392,75.14699999999999,75.14699999999999,Immediate,2,2
2117,CA-2015-159786,2015-10-12,2015-10-17,Second Class,RK-19300,Consumer,United States,Rochester,New York,14609,East,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",209.67,1,0.4,-13.978,2015,5,R.K.,349.45,209.67,-13.978,139.78,139.78,Standard,2,3
2118,CA-2016-130267,2016-09-19,2016-09-23,Standard Class,SW-20245,Consumer,United States,Stockton,California,95207,West,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",159.88,7,0.0,73.5448,2016,4,S.W.,159.88,1119.1599999999999,514.8136,0.0,0.0,Standard,3,2
2119,CA-2017-155460,2017-04-13,2017-04-15,First Class,RW-19630,Corporate,United States,Seattle,WA\,98105,West,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,1,0.0,2.376,2017,2,R.W.,5.28,5.28,2.376,0.0,0.0,Urgent,4,4
2121,US-2017-168690,2017-01-07,2017-01-13,Standard Class,TS-21085,Consumer,United States,Ormond Beach,Florida,32174,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,2.808,3,0.7,-1.9656,2017,6,T.S.,9.359999999999998,8.424,-5.8968,6.551999999999998,19.65599999999999,Standard,1,1
2122,CA-2017-158246,2017-11-09,2017-11-11,First Class,JB-15400,Corporate,United States,Sunnyvale,California,94086,West,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",215.976,3,0.2,-2.6997,2017,2,J.B.,269.96999999999997,647.928,-8.0991,53.99399999999997,161.9819999999999,Urgent,2,3
2123,CA-2017-167381,2017-09-22,2017-09-24,Second Class,EH-14005,Home Office,United States,Lansing,Michigan,48911,Central,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,241.96,2,0.0,41.1332,2017,2,E.H.,241.96,483.92,82.2664,0.0,0.0,Urgent,2,4
2124,CA-2017-167381,2017-09-22,2017-09-24,Second Class,EH-14005,Home Office,United States,Lansing,Michigan,48911,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511,27.72,9,0.0,13.3056,2017,2,E.H.,27.72,249.48,119.7504,0.0,0.0,Urgent,2,4
2125,CA-2017-144862,2017-12-01,2017-12-05,Standard Class,EH-14005,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,104.68,5,0.2,35.3295,2017,4,E.H.,130.85,523.4000000000001,176.6475,26.169999999999987,130.84999999999994,Standard,2,4
2126,CA-2017-144862,2017-12-01,2017-12-05,Standard Class,EH-14005,Home Office,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",62.958,7,0.4,9.4437,2017,4,E.H.,104.93,440.706,66.10589999999999,41.97200000000001,293.8040000000001,Standard,2,4
2127,CA-2014-126032,2014-06-23,2014-06-28,Standard Class,BS-11665,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,86.376,3,0.2,1.0797,2014,5,B.S.,107.97,259.12800000000004,3.2391000000000005,21.593999999999994,64.78199999999998,Standard,5,5
2128,CA-2015-134859,2015-10-04,2015-10-09,Standard Class,JK-16120,Home Office,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",64.944,3,0.2,6.4944,2015,5,J.K.,81.17999999999999,194.832,19.4832,16.23599999999999,48.70799999999997,Standard,1,2
2129,CA-2015-134859,2015-10-04,2015-10-09,Standard Class,JK-16120,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10001293,Office Supplies,Paper,Xerox 1946,20.736,4,0.2,7.2576,2015,5,J.K.,25.919999999999998,82.944,29.0304,5.1839999999999975,20.73599999999999,Standard,1,2
2130,US-2014-114188,2014-05-20,2014-05-22,Second Class,RF-19345,Corporate,United States,Dover,New Hampshire,03820,East,OFF-AP-10000124,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,33.28,4,0.0,9.3184,2014,2,R.F.,33.28,133.12,37.2736,0.0,0.0,Urgent,4,4
2131,US-2014-114188,2014-05-20,2014-05-22,Second Class,RF-19345,Corporate,United States,Dover,New Hampshire,03820,East,OFF-AR-10004511,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",38.52,9,0.0,11.9412,2014,2,R.F.,38.52,346.68,107.4708,0.0,0.0,Urgent,4,4
2132,US-2014-114188,2014-05-20,2014-05-22,Second Class,RF-19345,Corporate,United States,Dover,New Hampshire,03820,East,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,139.86,7,0.0,60.1398,2014,2,R.F.,139.86,979.0200000000001,420.97860000000003,0.0,0.0,Urgent,4,4
2133,CA-2015-156524,2015-11-20,2015-11-26,Standard Class,DL-12865,Consumer,United States,New York City,New York,10011,East,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",19.65,3,0.0,9.039,2015,6,D.L.,19.65,58.949999999999996,27.116999999999997,0.0,0.0,Standard,3,3
2135,CA-2015-122210,2015-11-30,2015-12-04,Standard Class,WB-21850,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,10.584,7,0.2,-2.3814,2015,4,W.B.,13.229999999999999,74.088,-16.669800000000002,2.645999999999999,18.52199999999999,Standard,5,5
2136,CA-2015-122210,2015-11-30,2015-12-04,Standard Class,WB-21850,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,94.92,4,0.4,15.82,2015,4,W.B.,158.20000000000002,379.68,63.28,63.280000000000015,253.12000000000006,Standard,5,5
2137,CA-2015-156377,2015-12-31,2016-01-05,Standard Class,TB-21625,Consumer,United States,Grand Prairie,Texas,75051,Central,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,5,0.6,-11.439,2015,5,T.B.,36.9,73.8,-57.195,22.14,110.7,Standard,5,3
2138,CA-2015-156377,2015-12-31,2016-01-05,Standard Class,TB-21625,Consumer,United States,Grand Prairie,Texas,75051,Central,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,3.656,4,0.8,-5.8496,2015,5,T.B.,18.280000000000005,14.624,-23.3984,14.624000000000004,58.496000000000016,Standard,5,3
2139,US-2017-157896,2017-11-16,2017-11-16,Same Day,CB-12415,Consumer,United States,New York City,New York,10009,East,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,146.82,3,0.0,73.41,2017,0,C.B.,146.82,440.46,220.23,0.0,0.0,Immediate,2,2
2140,CA-2014-159520,2014-06-06,2014-06-11,Standard Class,GT-14635,Corporate,United States,Long Beach,New York,11561,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,149.544,9,0.2,50.4711,2014,5,G.T.,186.93,1345.8960000000002,454.2399,37.385999999999996,336.47399999999993,Standard,2,3
2141,CA-2014-159520,2014-06-06,2014-06-11,Standard Class,GT-14635,Corporate,United States,Long Beach,New York,11561,East,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,17.14,2,0.0,4.4564,2014,5,G.T.,17.14,34.28,8.9128,0.0,0.0,Standard,2,3
2143,CA-2016-155481,2016-09-01,2016-09-05,Standard Class,DK-13225,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",30.48,6,0.2,9.906,2016,4,D.K.,38.1,182.88,59.43600000000001,7.620000000000001,45.720000000000006,Standard,5,4
2144,CA-2016-155481,2016-09-01,2016-09-05,Standard Class,DK-13225,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,23.988,2,0.4,-4.7976,2016,4,D.K.,39.980000000000004,47.976,-9.5952,15.992000000000004,31.98400000000001,Standard,5,4
2145,CA-2016-155481,2016-09-01,2016-09-05,Standard Class,DK-13225,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,16.688,7,0.2,5.4236,2016,4,D.K.,20.859999999999996,116.81599999999999,37.9652,4.171999999999997,29.20399999999998,Standard,5,4
2146,US-2016-152051,2016-06-25,2016-06-29,Standard Class,TS-21160,Corporate,United States,York,Pennsylvania,17403,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",422.058,3,0.3,-18.0882,2016,4,T.S.,602.94,1266.174,-54.2646,180.88200000000006,542.6460000000002,Standard,4,1
2147,US-2016-152051,2016-06-25,2016-06-29,Standard Class,TS-21160,Corporate,United States,York,Pennsylvania,17403,East,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,38.088,4,0.7,-27.9312,2016,4,T.S.,126.95999999999998,152.352,-111.7248,88.87199999999999,355.48799999999994,Standard,4,1
2148,US-2016-152051,2016-06-25,2016-06-29,Standard Class,TS-21160,Corporate,United States,York,Pennsylvania,17403,East,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",254.352,6,0.2,-50.8704,2016,4,T.S.,317.94,1526.112,-305.2224,63.587999999999994,381.52799999999996,Standard,4,1
2149,CA-2014-141607,2014-12-12,2014-12-17,Standard Class,WB-21850,Consumer,United States,Concord,California,94521,West,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,43.31,1,0.0,4.331,2014,5,W.B.,43.31,43.31,4.331,0.0,0.0,Standard,5,5
2150,CA-2017-102771,2017-03-31,2017-04-05,Standard Class,DO-13435,Consumer,United States,New York City,New York,10035,East,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,84.95,5,0.0,22.087,2017,5,D.O.,84.95,424.75,110.435,0.0,0.0,Standard,2,3
2151,US-2017-139969,2017-11-19,2017-11-26,Standard Class,AF-10870,Consumer,United States,College Station,Texas,77840,Central,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,233.058,3,0.3,-53.2704,2017,7,A.F.,332.94,699.174,-159.8112,99.882,299.646,Standard,3,3
